service_id,date,exception_type
117:20260430,20260425,2
603:20260430,20260425,1
M121:20260430,20260425,2
M123:20260430,20260425,2
144:20260430,20260425,2
519:20260430,20260425,2
615:20260430,20260425,1
109:20260430,20260425,2
611:20260430,20260425,1
628:20260430,20260425,1
614:20260430,20260425,1
M126:20260430,20260425,2
M157:20260430,20260425,2
416:20260430,20260425,2
420:20260430,20260425,2
522:20260430,20260425,2
641:20260430,20260425,1
M147:20260430,20260425,2
M119:20260430,20260425,2
639:20260430,20260425,1
644:20260430,20260425,1
M113:20260430,20260425,2
633:20260430,20260425,1
661:20260430,20260425,1
153:20260430,20260425,2
M114:20260430,20260425,2
412:20260430,20260425,2
650:20260430,20260425,1
161:20260430,20260425,2
M162:20260430,20260425,2
M135:20260430,20260425,2
158:20260430,20260425,2
M122:20260430,20260425,2
M140:20260430,20260425,2
M115:20260430,20260425,2
M173:20260430,20260425,2
M108:20260430,20260425,2
526:20260430,20260425,2
M149:20260430,20260425,2
151:20260430,20260425,2
129:20260430,20260425,2
M137:20260430,20260425,2
M163:20260430,20260425,2
M133:20260430,20260425,2
518:20260430,20260425,2
627:20260430,20260425,1
638:20260430,20260425,1
805:20260430,20260425,2
M106:20260430,20260425,2
141:20260430,20260425,2
610:20260430,20260425,1
602:20260430,20260425,1
119:20260430,20260425,2
510:20260430,20260425,2
658:20260430,20260425,1
108:20260430,20260425,2
608:20260430,20260425,1
134:20260430,20260425,2
649:20260430,20260425,1
M148:20260430,20260425,2
166:20260430,20260425,2
M109:20260430,20260425,2
632:20260430,20260425,1
425:20260430,20260425,2
145:20260430,20260425,2
848:20260430,20260425,2
636:20260430,20260425,1
M159:20260430,20260425,2
156:20260430,20260425,2
M145:20260430,20260426,2
M131:20260430,20260426,2
625:20260430,20260426,1
640:20260430,20260426,1
618:20260430,20260426,1
820:20260430,20260426,2
113:20260430,20260426,2
159:20260430,20260426,2
121:20260430,20260426,2
163:20260430,20260426,2
613:20260430,20260426,1
102:20260430,20260426,2
110:20260430,20260426,2
127:20260430,20260426,2
M105:20260430,20260426,2
M130:20260430,20260426,2
150:20260430,20260426,2
607:20260430,20260426,1
101:20260430,20260426,2
133:20260430,20260426,2
106:20260430,20260426,2
619:20260430,20260426,1
174:20260430,20260426,2
115:20260430,20260426,2
617:20260430,20260426,1
M150:20260430,20260426,2
629:20260430,20260426,1
M154:20260430,20260426,2
168:20260430,20260426,2
408:20260430,20260426,2
816:20260430,20260426,2
665:20260430,20260426,1
142:20260430,20260426,2
825:20260430,20260426,2
130:20260430,20260426,2
409:20260430,20260426,2
811:20260430,20260426,2
421:20260430,20260426,2
M170:20260430,20260426,2
M156:20260430,20260426,2
M102:20260430,20260426,2
604:20260430,20260426,1
M158:20260430,20260426,2
173:20260430,20260426,2
429:20260430,20260426,2
160:20260430,20260426,2
M118:20260430,20260426,2
616:20260430,20260426,1
M168:20260430,20260426,2
511:20260430,20260426,2
128:20260430,20260426,2
M142:20260430,20260426,2
M141:20260430,20260426,2
169:20260430,20260426,2
M144:20260430,20260426,2
120:20260430,20260426,2
622:20260430,20260426,1
176:20260430,20260426,2
M155:20260430,20260426,2
405:20260430,20260426,2
131:20260430,20260426,2
123:20260430,20260426,2
M143:20260430,20260426,2
157:20260430,20260426,2
M132:20260430,20260426,2
M120:20260430,20260426,2
657:20260430,20260426,1
523:20260430,20260426,2
124:20260430,20260426,2
660:20260430,20260426,1
664:20260430,20260426,1
149:20260430,20260426,2
643:20260430,20260426,1
112:20260430,20260426,2
M138:20260430,20260426,2
171:20260430,20260426,2
122:20260430,20260426,2
105:20260430,20260426,2
M152:20260430,20260426,2
809:20260430,20260426,2
M139:20260430,20260426,2
152:20260430,20260426,2
139:20260430,20260426,2
655:20260430,20260426,1
646:20260430,20260426,1
136:20260430,20260426,2
634:20260430,20260426,1
M112:20260430,20260426,2
631:20260430,20260426,1
606:20260430,20260426,1
651:20260430,20260426,1
637:20260430,20260426,1
807:20260430,20260426,2
M107:20260430,20260426,2
502:20260430,20260426,2
822:20260430,20260426,2
424:20260430,20260426,2
M174:20260430,20260426,2
132:20260430,20260426,2
659:20260430,20260426,1
404:20260430,20260426,2
M134:20260430,20260426,2
172:20260430,20260426,2
417:20260430,20260426,2
642:20260430,20260426,1
M167:20260430,20260426,2
162:20260430,20260426,2
